supplement_name,medication_name,severity,mechanism,evidence,recommendation
Supplement 982,Medication 73,severe,Absorption reduction,A,Auto-generated interaction
Supplement 105,Medication 99,moderate,Unknown,C,Auto-generated interaction
Supplement 59,Medication 111,severe,Additive effect,B,Auto-generated interaction
Supplement 124,Medication 111,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 59,Medication 110,severe,Absorption reduction,C,Auto-generated interaction
Supplement 618,Medication 4,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 627,Medication 22,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 873,Medication 10,low,Additive effect,C,Auto-generated interaction
Supplement 347,Medication 121,severe,Unknown,A,Auto-generated interaction
Supplement 138,Medication 124,low,Additive effect,C,Auto-generated interaction
Supplement 110,Medication 146,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 836,Medication 66,severe,Absorption reduction,C,Auto-generated interaction
Supplement 984,Medication 115,severe,Unknown,B,Auto-generated interaction
Supplement 372,Medication 64,high,Unknown,B,Auto-generated interaction
Supplement 689,Medication 46,low,Absorption reduction,C,Auto-generated interaction
Supplement 840,Medication 89,low,Unknown,C,Auto-generated interaction
Supplement 743,Medication 31,high,Unknown,C,Auto-generated interaction
Supplement 276,Medication 33,high,Unknown,C,Auto-generated interaction
Supplement 145,Medication 57,low,Unknown,B,Auto-generated interaction
Supplement 582,Medication 130,moderate,Unknown,A,Auto-generated interaction
Supplement 894,Medication 82,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 304,Medication 103,moderate,Unknown,B,Auto-generated interaction
Supplement 635,Medication 95,high,Unknown,A,Auto-generated interaction
Supplement 7,Medication 119,high,Additive effect,A,Auto-generated interaction
Supplement 566,Medication 83,severe,Absorption reduction,B,Auto-generated interaction
Supplement 356,Medication 140,severe,Unknown,B,Auto-generated interaction
Supplement 743,Medication 11,high,Absorption reduction,A,Auto-generated interaction
Supplement 154,Medication 61,severe,Additive effect,A,Auto-generated interaction
Supplement 854,Medication 58,moderate,Additive effect,B,Auto-generated interaction
Supplement 245,Medication 69,high,Additive effect,B,Auto-generated interaction
Supplement 444,Medication 117,moderate,Unknown,B,Auto-generated interaction
Supplement 364,Medication 31,moderate,Unknown,A,Auto-generated interaction
Supplement 907,Medication 72,high,Unknown,B,Auto-generated interaction
Supplement 79,Medication 44,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 224,Medication 41,high,Additive effect,C,Auto-generated interaction
Supplement 634,Medication 49,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 964,Medication 44,high,Additive effect,A,Auto-generated interaction
Supplement 465,Medication 12,severe,Unknown,A,Auto-generated interaction
Supplement 411,Medication 111,high,Absorption reduction,C,Auto-generated interaction
Supplement 911,Medication 70,severe,Additive effect,B,Auto-generated interaction
Supplement 36,Medication 45,high,Absorption reduction,C,Auto-generated interaction
Supplement 820,Medication 112,severe,Unknown,B,Auto-generated interaction
Supplement 403,Medication 95,moderate,Metabolism inhibition,B,Auto-generated interaction
Supplement 88,Medication 24,low,Absorption reduction,C,Auto-generated interaction
Supplement 407,Medication 108,severe,Unknown,B,Auto-generated interaction
Supplement 606,Medication 99,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 924,Medication 61,low,Absorption reduction,A,Auto-generated interaction
Supplement 45,Medication 38,moderate,Metabolism inhibition,B,Auto-generated interaction
Supplement 43,Medication 56,high,Additive effect,B,Auto-generated interaction
Supplement 846,Medication 117,high,Additive effect,C,Auto-generated interaction
Supplement 904,Medication 87,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 930,Medication 86,low,Additive effect,C,Auto-generated interaction
Supplement 656,Medication 43,severe,Absorption reduction,B,Auto-generated interaction
Supplement 124,Medication 46,high,Unknown,B,Auto-generated interaction
Supplement 374,Medication 146,moderate,Additive effect,C,Auto-generated interaction
Supplement 330,Medication 88,moderate,Absorption reduction,B,Auto-generated interaction
Supplement 464,Medication 33,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 440,Medication 110,severe,Absorption reduction,B,Auto-generated interaction
Supplement 609,Medication 125,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 559,Medication 136,high,Absorption reduction,C,Auto-generated interaction
Supplement 555,Medication 66,high,Additive effect,A,Auto-generated interaction
Supplement 882,Medication 15,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 102,Medication 79,moderate,Unknown,C,Auto-generated interaction
Supplement 773,Medication 79,severe,Unknown,C,Auto-generated interaction
Supplement 137,Medication 120,high,Unknown,C,Auto-generated interaction
Supplement 457,Medication 61,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 558,Medication 7,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 151,Medication 113,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 75,Medication 41,high,Absorption reduction,C,Auto-generated interaction
Supplement 516,Medication 116,severe,Unknown,B,Auto-generated interaction
Supplement 158,Medication 23,high,Absorption reduction,C,Auto-generated interaction
Supplement 458,Medication 58,low,Unknown,A,Auto-generated interaction
Supplement 612,Medication 3,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 289,Medication 143,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 97,Medication 22,severe,Additive effect,B,Auto-generated interaction
Supplement 578,Medication 59,low,Unknown,A,Auto-generated interaction
Supplement 271,Medication 78,moderate,Unknown,B,Auto-generated interaction
Supplement 438,Medication 14,high,Unknown,A,Auto-generated interaction
Supplement 437,Medication 51,low,Absorption reduction,C,Auto-generated interaction
Supplement 866,Medication 148,severe,Unknown,C,Auto-generated interaction
Supplement 716,Medication 130,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 664,Medication 57,high,Unknown,B,Auto-generated interaction
Supplement 108,Medication 139,high,Absorption reduction,A,Auto-generated interaction
Supplement 813,Medication 118,severe,Unknown,A,Auto-generated interaction
Supplement 518,Medication 13,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 840,Medication 32,high,Unknown,B,Auto-generated interaction
Supplement 762,Medication 1,severe,Unknown,B,Auto-generated interaction
Supplement 210,Medication 15,severe,Unknown,B,Auto-generated interaction
Supplement 134,Medication 34,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 446,Medication 104,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 64,Medication 16,severe,Unknown,B,Auto-generated interaction
Supplement 930,Medication 63,low,Absorption reduction,B,Auto-generated interaction
Supplement 764,Medication 18,severe,Unknown,C,Auto-generated interaction
Supplement 865,Medication 16,severe,Unknown,B,Auto-generated interaction
Supplement 165,Medication 57,high,Absorption reduction,A,Auto-generated interaction
Supplement 825,Medication 125,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 163,Medication 7,moderate,Unknown,C,Auto-generated interaction
Supplement 195,Medication 141,severe,Metabolism inhibition,C,Auto-generated interaction
Supplement 371,Medication 86,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 820,Medication 145,severe,Additive effect,B,Auto-generated interaction
Supplement 550,Medication 1,low,Absorption reduction,B,Auto-generated interaction
Supplement 506,Medication 10,severe,Unknown,A,Auto-generated interaction
Supplement 46,Medication 30,high,Absorption reduction,C,Auto-generated interaction
Supplement 7,Medication 61,severe,Unknown,C,Auto-generated interaction
Supplement 835,Medication 121,severe,Unknown,B,Auto-generated interaction
Supplement 558,Medication 6,severe,Unknown,B,Auto-generated interaction
Supplement 11,Medication 36,high,Absorption reduction,B,Auto-generated interaction
Supplement 690,Medication 141,high,Absorption reduction,B,Auto-generated interaction
Supplement 389,Medication 92,high,Unknown,A,Auto-generated interaction
Supplement 529,Medication 52,moderate,Additive effect,C,Auto-generated interaction
Supplement 10,Medication 98,high,Additive effect,C,Auto-generated interaction
Supplement 993,Medication 104,moderate,Additive effect,B,Auto-generated interaction
Supplement 527,Medication 104,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 101,Medication 6,moderate,Additive effect,B,Auto-generated interaction
Supplement 288,Medication 116,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 507,Medication 66,low,Unknown,C,Auto-generated interaction
Supplement 534,Medication 140,low,Absorption reduction,A,Auto-generated interaction
Supplement 125,Medication 79,moderate,Unknown,B,Auto-generated interaction
Supplement 985,Medication 114,high,Absorption reduction,A,Auto-generated interaction
Supplement 438,Medication 146,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 665,Medication 106,severe,Unknown,B,Auto-generated interaction
Supplement 474,Medication 137,high,Additive effect,C,Auto-generated interaction
Supplement 463,Medication 62,moderate,Unknown,A,Auto-generated interaction
Supplement 499,Medication 39,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 780,Medication 31,moderate,Additive effect,B,Auto-generated interaction
Supplement 263,Medication 111,moderate,Absorption reduction,B,Auto-generated interaction
Supplement 319,Medication 121,high,Metabolism inhibition,A,Auto-generated interaction
Supplement 315,Medication 5,high,Unknown,B,Auto-generated interaction
Supplement 929,Medication 4,severe,Unknown,A,Auto-generated interaction
Supplement 361,Medication 101,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 490,Medication 60,high,Additive effect,C,Auto-generated interaction
Supplement 430,Medication 82,severe,Unknown,A,Auto-generated interaction
Supplement 666,Medication 79,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 579,Medication 96,high,Absorption reduction,A,Auto-generated interaction
Supplement 504,Medication 47,low,Unknown,C,Auto-generated interaction
Supplement 293,Medication 34,high,Absorption reduction,A,Auto-generated interaction
Supplement 428,Medication 106,high,Unknown,B,Auto-generated interaction
Supplement 354,Medication 25,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 285,Medication 97,moderate,Additive effect,C,Auto-generated interaction
Supplement 316,Medication 67,high,Metabolism inhibition,B,Auto-generated interaction
Supplement 213,Medication 11,low,Absorption reduction,A,Auto-generated interaction
Supplement 350,Medication 36,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 840,Medication 47,moderate,Additive effect,B,Auto-generated interaction
Supplement 204,Medication 138,severe,Absorption reduction,C,Auto-generated interaction
Supplement 123,Medication 149,low,Absorption reduction,A,Auto-generated interaction
Supplement 316,Medication 113,moderate,Unknown,C,Auto-generated interaction
Supplement 336,Medication 21,high,Absorption reduction,B,Auto-generated interaction
Supplement 139,Medication 16,low,Unknown,B,Auto-generated interaction
Supplement 203,Medication 65,moderate,Additive effect,B,Auto-generated interaction
Supplement 433,Medication 134,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 767,Medication 39,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 567,Medication 131,severe,Absorption reduction,C,Auto-generated interaction
Supplement 695,Medication 5,low,Additive effect,B,Auto-generated interaction
Supplement 615,Medication 62,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 371,Medication 103,high,Absorption reduction,C,Auto-generated interaction
Supplement 86,Medication 113,low,Additive effect,B,Auto-generated interaction
Supplement 107,Medication 68,high,Absorption reduction,C,Auto-generated interaction
Supplement 842,Medication 125,low,Metabolism inhibition,A,Auto-generated interaction
